resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,pr_count,total_photo_count,has_kudoed,suffer_score
2,"{""id"":17349694,""resource_state"":1}",Upcoming 10k personal TT pacing test,4490.9,1238,1238,7.3,Run,4075530161,B376A768-84ED-44CC-ADDD-04326DB362BF-activity.fit,4361363150,2020-09-17T23:46:57Z,2020-09-17T19:46:57Z,(GMT-05:00) America/Toronto,-14400,"[43.199261,-79.229123]","[43.199294,-79.229434]",,,,43.199261,-79.229123,1,2,2,1,0,"{""id"":""a4075530161"",""summary_polyline"":""kjtfG`mqbNCBMACGEQ@GGYEEDSDCXCJEX?VILDDCLANKGQGMEYGOEi@a@iAI[Cg@GO?SKOE]Ok@Qa@Mw@II[uASo@CCE_@ISCQWk@O{@IQI_@ISCOQe@WeAIe@GKIm@OYKe@CWMa@MWQKm@Ik@i@MCKEUOMCSOWI_@UUIEEKECGKCEEIC_Ag@E?]SKCSIO?MECEMCGG]IUQWGM?_@O_ASGGM?i@QGEQAGE{A_@]MEEi@MIGUKMAk@UWAWK[QMSICKAKEQA[KQCKEa@KEEQGUCIGIC[K]EKGSASSQCK@QESMKAWKM?SGEEm@KWIe@BSEEBYC[Bi@EUGQAYMSSGAWJMME?YQEAGIk@SSMq@YYUc@QEEMGSQMGEBCP@Hf@dBJP@PVn@VbAHJHTBTHLDVHLJd@N^DX\\dADNDHZnATp@BLPh@DBH^FHF`@LPHl@Pb@BRPf@?HHZD\\HRFXFRNl@DFXzAf@nBBXHRD\\JTD\\HNF^b@~A?NFRHr@P\\DVNj@FJFb@JNBH@RXdA?HLZ@VJd@FLXdBFJT`ALV@LTpAHNNp@DF@PL^?HH`@FNXpAXx@XjAD?\\GZ?NAL@d@?VE`@BFAX?f@EJEHBDAL@PCDBZALDJCN@DA`@@VG`@@PCXDVANGDBJCRD`@KZBLCDCFBTCPBJAH@JCJD`@?f@GTBv@AXGNBPCNBVADCZDPGR@JGRBJAz@Dp@Gh@?h@Eb@A`@Dd@Gd@@b@AJEFDZ@RCJC\\?XDRADQSq@EGCOMWS_AIOOk@GOAUGSOa@Ik@"",""resource_state"":2}",,,,,everyone,,g6838775,,3.628,5,,,,1,0,,
2,"{""id"":17349694,""resource_state"":1}",Just chillin,8018.9,2794,2794,32.9,Run,4070921104,2F49EB83-DD38-42E5-B749-6DED3F18B3A9-activity.fit,4356503603,2020-09-16T23:21:15Z,2020-09-16T19:21:15Z,(GMT-05:00) America/Toronto,-14400,"[43.199214,-79.229106]","[43.199378,-79.229088]",,,,43.199214,-79.229106,0,2,0,1,0,"{""id"":""a4070921104"",""summary_polyline"":""ajtfG|lqbNOHIEO[[}@KIcADGCa@TMCk@qAI[CCMo@EW?i@@[IeAA}@Ga@EA]Gc@@y@`AIRSFGC]a@UFKNULUF}@FyA?OB_C?_@Mq@?QGi@Bw@SqAC_APa@BOJw@Pk@H[Na@@QL_@@y@Sg@@MKu@m@O[AKCCMc@IMWM]MQ@q@Oe@A_Cm@OM[a@MA_@WUEYOm@QYOUQg@M][o@]OGi@?QG_@D_@E_@?eA`@ML_Aj@MRa@`@OTK`@Lj@AHMJc@?}@Rm@`@g@p@KFa@Fy@@y@Nm@h@M@YRWH]XELALOLOV?\\DZGTe@f@o@Jc@?SESM[@q@QUDg@AWQc@?WJUB]L{@x@IJMHk@_@EK?YIKa@HSCkAaAk@_AAOQOCKUU_@M_@a@KSGSMOMc@?MIW@EEU?c@Ck@FQDm@@?QjAILg@RQAKFGCOFk@HIJAHVh@RVTp@\\p@Tb@\\^FJDBFPAFHD`@t@BNXh@Nb@JLXCV@DE?OGOIEUAOQMUGUQQm@cACWJQHAn@HPC^Np@|@N^LJn@x@b@Xr@KHJERBHj@VH?LMP]VITUxAc@H?XNb@H`@Ar@LTCbAVp@ANEh@s@AeABOZU@MGUDGp@UNQPK\\]PKXCF@JIZC\\DZITDHEHSVQPU^WTI\\GfABREDK?QGWDS@_@BEAWPIZ_@@GDALUf@_@r@Yr@IX?h@DPFf@@PDr@l@`@NZVr@T^PZH`Af@h@LZ\\l@Fh@XbAXp@Dj@LLNHRRJRZf@bAf@PTAx@LFDTBZOdB]BEzA[HEd@EXIJBRCj@@r@NL@FC~@NvAAx@HtAEZFNEtA?FEb@Kd@[H@PZL@NEp@eAf@Mp@DDDDNP~A?|ABZIH_AAGCuAFu@Ck@@UDCCQAu@FoACe@B_@CoA?i@IG@OAQEk@?IDQGg@BmBKM@e@RqAz@O?UNGAQH[Bk@@MBMAOD_@EODUII@GP?FBDLBTKPERBtAGJ?JFd@`BJt@ELSLk@RGHAF?HFFLAR_@NSLIDIIw@K[?UQu@?IBI|Ak@b@]x@]fCBvALNDtDJjAEl@?\\BNE~@CNBHF@H@l@DTD|BLLhAATDVGPBJEr@?b@EP_@RIT[NIVDt@ILBJPZ`A"",""resource_state"":2}",,,,,everyone,,g6838775,,2.87,4.9,,,,0,0,,
2,"{""id"":17349694,""resource_state"":1}",Applying pressure,6005.6,1715,1715,14.9,Run,4060413898,EDFA6E6D-AE68-48FE-809B-8D48CD4F9923-activity.fit,4345451361,2020-09-14T20:54:47Z,2020-09-14T16:54:47Z,(GMT-05:00) America/Toronto,-14400,"[43.199062,-79.229045]","[43.198969,-79.230399]",,,,43.199062,-79.229045,0,2,0,1,0,"{""id"":""a4060413898"",""summary_polyline"":""citfGplqbNKJSD[BCCUe@Mi@GM]AEJ_@?EFa@?KBOGMUIESqAIYCYEUFKAm@DGKy@Aa@Iu@@IIKEASEY?UDSFONWb@SLMBK?WWO?E@SV[J[@OCODi@@g@ESHWASDUCKBGC{@C_@Ga@BKGU@GBG?QGKBOAQEKIKDKGSCE@MAEBMCo@LGAIBM?KDGAs@RY@CDu@FgA^SEMGQCo@@_@GQMc@s@w@{@[OIM[CSK_@Ac@KKI]EUIGGQEO@F^R\\@LFRBPXn@Ff@DDBh@L\\BNVx@n@tCXv@X`B^vARbATz@Nx@L`@R|@L\\Fb@HJNGJBXET@j@CPBf@KJ@TCNDhACj@GV@h@IRDNED@JA\\@HCNFx@ED@VAp@DX?|@Kv@B|ACDBHGV?JEr@@`@BVADB^EJBh@GFBRAPADCR?LBHAJEb@?`@CL@RCNDH?~@GD@j@AFBJ?b@Gv@?z@Ed@@P?NEV?NEbA?JBFSOm@S[?SGg@O]AMSo@Ga@KWQu@CCGa@IKG_@IWIa@OYQy@Ws@SgAUs@E]IQAOIUEEQ@U?EAW?]MGIk@_@e@KG@]CSBKCE@_@IMGQ?e@BKFKFa@p@QLOFKGUWG?KBMLG@UPODQ@MASDU?OEc@F]A]@GCWDECg@@aBEQEQ?y@IOG]?IG]EYHCEg@HICO@_@FEBUDGFu@ZMAq@FKDUDYNECYEUGS@a@AMGa@k@YYk@q@CSGKw@OI@WGWCy@WGB[Kc@SM@?JFRHHPr@NV?HJZP`A@RJZ?HJZDVJRJd@?Lx@vCBXHPB\\Th@BXPf@BZ\\xA@NRp@VlAN\\D`@L\\FDNGJC^@LAXBLAHBRALCZ?F@d@CX?FA`CCDCR@FBbAIDANDz@GFCb@BFEN@RCLBXAH@j@Az@@TCjBAXEVAVDRC~@ALCd@CJEJBFCl@@b@EDBf@CHBR?DCRBHE`@BZE`@DVCL@NGh@BPCL@XERB`@EDEAQKMKUOu@MWI]"",""resource_state"":2}",,,,,everyone,,g6838775,,3.502,7.6,,,,0,0,,
2,"{""id"":17349694,""resource_state"":1}",Achilles = 75% healed!,7009.3,2214,2214,35.6,Run,4050976483,D6349C8C-6339-498E-AFCC-AE5971967F4B-activity.fit,4335440393,2020-09-12T23:12:13Z,2020-09-12T19:12:13Z,(GMT-05:00) America/Toronto,-14400,"[43.199141,-79.229019]","[43.19943,-79.228974]",,,,43.199141,-79.229019,0,3,0,1,0,"{""id"":""a4050976483"",""summary_polyline"":""sitfGjlqbNSRM@KKg@mAKIa@Fe@CKJYDI?KGMW@Ie@qAMo@E[Bm@BME_@@SI]?c@Gc@OKQESAc@JMN_@n@UNSKCGQE[DUR_@N[E_ADc@EWHOEQFWCi@@ECKBSEW@s@MSBW@cASg@CSEQ?OD]Be@PIA_@L[D_@JcAL}@ZQ?SOKAKEUB]G]QiAiAc@u@WMO?u@QQ?m@Ym@KYOSCOBECEMECEIGGqAg@UCOMaA[OOkAc@u@c@]KOBKIQCKEi@AaAVIHK?[JWZYNS^KBKLE@KJAHC?CFENKR@HFJ@^MPI@UEk@BWFc@TMNGJo@r@OFS?g@K]BSJUDi@`@GJYTYFOJKHAXEHKBGHGRBp@KZQPKTc@Lw@CQESKg@E[Iu@Hk@WS@]Ha@@SH]b@SNKPUPKAa@WGKDQCIEGICYPOAa@M_@[SMQe@QS?GKSs@u@i@a@MMk@iAS{@Gk@Bw@FQDc@GY?m@Fc@DGHu@IaBGS?QCG?CD@DT@ZDT@d@C\\BLAFK\\CX@~@BFBZITANa@`@OFCFGDW?EDm@?c@HCBEHXl@JHj@bABRHJFNHLRLDPPV@FHDPRBLPNN\\@H^p@Lf@\\HRCHG?IEQa@SSWMYGIWq@IKISE[HIFCfAJb@\\DLRTJTHDTVDLr@v@\\Hj@GHDBH?HELBFb@RRILQXKl@e@XILK\\MZFRJP@b@APJ^@FFDCrBNd@GJSPKFQAYEGAIA]LSPGDGAWJQj@O|@y@VGd@U^GPFNAVBLJFAh@e@Zg@HC`@Wx@Ol@DZGDI?GMUFO?YAK@UDOPIBGNML]v@e@RCzAg@r@D^Hb@BPH~@v@PFFF~@XL?PF`Bx@XL`@HHTLFX@b@VZDNHrBZXPVZXb@`@d@?LPRHDHADDZ?LFDA`@RN?JBXMVC`@Of@Gd@STETMx@Qx@Ij@@rAV`@BJC`AJ~@@bAEl@?RD`@GPDd@CBDRA`@K^UVGPJHNL?FEBE?GXQDMh@c@f@CJFV@FLD`@APDJBX@x@AFBJCXDV@\\XfAJt@BXAJ@XLVCFBHDRJN@RLVRv@@VNZHd@L`@J`AAz@BPELDJFDF?DEb@FLELFj@IXDJCV@LCF@DE@MMS?GK[?QIMGYUu@CKQ]E[]qAKk@GQ?IQu@Cc@BWEEG?EF?HJ^HH?F"",""resource_state"":2}",,,,,everyone,,g6838775,,3.166,4.8,,,,0,0,,
2,"{""id"":17349694,""resource_state"":1}",Proceed with caution,4177.1,1331,1367,10.5,Run,4040587564,A1E217B1-1EC5-4F1D-8FA2-53A7B39893D9-activity.fit,4324473587,2020-09-10T17:40:49Z,2020-09-10T13:40:49Z,(GMT-05:00) America/Toronto,-14400,"[43.19929,-79.228983]","[43.199387,-79.229097]",,,,43.19929,-79.228983,0,3,0,1,0,"{""id"":""a4040587564"",""summary_polyline"":""qjtfGdlqbNOTGCCWD?DJAKMm@DONGPEf@D`@KPANGBQAI[m@Ki@O[BGSw@Ga@GY[{@Ms@Uk@Ou@Ss@O]m@yBSe@Oo@AQy@wCIm@WiAIOYcAGi@OYCMGIEEG@AGi@[MCOIG?IMECO@SYOASIw@e@SEWQUGQMYI[UWIEEQGIAMMUG[Sa@KKAKEk@KUGe@CKGQCa@Qg@KWIOC[MOEYMW?KGYGSCKCW][MSM]KG@KCSOq@Qg@SQCIEE@SCIE]GII[IKAKBIKa@GwAg@YEUK]GIGUGGE]Mc@Ec@?GCM?UEk@BEB_AMmAa@_@WWKWEYAg@]MEQKw@_@MKMEGGFBCCYOKACL@JRb@Pt@FFVz@Rf@HLH\\BDF\\JV@PDDFXHNBXt@vBH^LVNh@@JFPJPF`@Rb@H`@f@fAL^f@lCJb@HLBLBZNp@h@`B@ZHPBZHZLz@HPP~@DBDf@RXAJDJHp@Xz@HDV@XRPDLFXBz@Rd@BPDXVDHRLHHXt@l@h@DDn@DHHLDXAJFz@UB@r@KD@zAi@b@CHGPEV?JEd@?JEV?~@TPBHAh@FPAFBL?FDNCXFl@CXBVCP@HAN@DCFBJAXD`@Gj@BFEREZSFANGD?L?NTPBVWJYJELSZM^?BB^DFJD~@F\\?t@BJE`@@j@DTLXD\\JXCDBNPd@LDj@QZDd@EBCR@LJBTHTHJDR"",""resource_state"":2}",,,,,everyone,,g6838775,,3.138,5,,,,0,0,,
2,"{""id"":17349694,""resource_state"":1}",Quick feeler for the right calf/achilles ,2071.4,613,613,5.1,Run,4026686268,8F2B7F5E-0AD9-4F61-8953-60C7D80CAC4A-activity.fit,4309799190,2020-09-07T18:30:39Z,2020-09-07T14:30:39Z,(GMT-05:00) America/Toronto,-14400,"[43.198977,-79.228737]","[43.199338,-79.229059]",,,,43.198977,-79.228737,0,2,0,1,0,"{""id"":""a4026686268"",""summary_polyline"":""qhtfGrjqbNa@p@YRGAIG]gACUMKc@?ECo@NMHQDEAGIMc@Ea@Us@CYDMRMVCJIBMCGGCGDGTWN[J_A@EHO@m@CK@OAg@BGCM@g@AKBQCYBG?GEWFKDa@CGB]Bw@EEBS@ECw@?GCUC_@?ICM?ECi@?E@KE[@KE[?u@Eq@FMLGBG?[HCDk@X[XYHIHGLANHj@BZNj@@XKVe@XUBKVLJLQDCLYHEV]B[Ki@GMQgA@Wl@c@TAPMVWh@QBEVETBJCb@Hf@Db@A\\Fn@AVD\\?VBJAL@FDFAl@JvBGDBDAZ?LCV?b@EBBPGFBJCJ@JAN@\\AP@LCPDLCNBRCV@DATAPNFJ`@jAJRJb@DBZ?PI^E\\CF@PCJDJPX`A"",""resource_state"":2}",,,,,everyone,,g6838775,,3.379,8.9,,,,0,0,,
2,"{""id"":17349694,""resource_state"":1}",Had to stop - something ain’t right,2722.9,864,864,2.2,Run,4014529015,59AF22F7-E9E6-43E1-B829-0AE491D1B8F7-activity.fit,4296850154,2020-09-05T10:05:51Z,2020-09-05T06:05:51Z,(GMT-05:00) America/Toronto,-14400,"[43.199381,-79.229175]","[43.214313,-79.212803]",,,,43.199381,-79.229175,0,3,0,1,0,"{""id"":""a4014529015"",""summary_polyline"":""cktfGjmqbN@GFD@CMOGa@Ac@BUBE@?TFf@Bt@KJEHI?SU_Ae@mAAYEMSqACGG]Si@EY@YCIMGEIIUG]O[ESGIWw@G[KMC[GKYeAKm@AOMY?OMSGSE_@KUa@yAKo@GMG[Wm@E]KUECUs@MUIEI@OMQEKKME]GGKSGWSE?YIMQq@Wq@c@g@O]SEGE?s@[MAWKg@MGEUCQKWCYKiAc@i@MK@SQSa@Ic@[m@GQO}@Kc@MY?QKYEWIUCOMUQ}@KWKm@I[C_@Uq@CU[gAOUYoAM]Mw@GQEC[qAEKGWGIMs@KW?GM]@GGIOu@CCCWECEWIK?MMWEQKo@Sy@IOEUCGUeAEEI]GGIWUa@QQq@JKDQAMDMAODm@AMDMEIBMAKB[?GCYDUCWMIAWHGDYBq@ZYDSJWDULUBa@T_@FKACBIBa@RUFCDI?SFu@J_AXWDUHK?q@VKFM@GBQBWOk@AWDa@GSJI?OB"",""resource_state"":2}",,,,,everyone,,g6838775,,3.152,4.4,,,,0,0,,
2,"{""id"":17349694,""resource_state"":1}",Harvest szn,8107.3,2524,2524,16.7,Run,4007996186,1FA64203-666C-4E8C-866B-94DF7768CBBC-activity.fit,4290211672,2020-09-03T22:57:27Z,2020-09-03T18:57:27Z,(GMT-05:00) America/Toronto,-14400,"[43.199097,-79.228939]","[43.199327,-79.229343]",,,,43.199097,-79.228939,0,4,0,1,0,"{""id"":""a4007996186"",""summary_polyline"":""iitfGzkqbNGTKDEHW@GICWOc@?UPOHAd@B\\CPG\\AFCBGAQGKQm@GKIc@Sq@Ic@EKEUQa@E]MYG]Um@AUSo@UcAEIU}@g@kASqAUy@EYUm@I]GMOu@GOKw@MOGYCWGOGIQa@GGSGOME?MMKEKKKAOKM?MQ]IGKOCs@g@YGEG_Ac@OMYIa@WK?eAe@UCo@UaAUQEYQWG}@Ya@G}@_@WCWM]AECKAOMIASKo@MUMg@MQYQC_@Q_@EeA_@qA]WCCEK?g@S{@SaA[WME?EIGC}@KO@mBAEEQCI@KE_@As@QEDIAEDg@e@e@QCGWIYUSGIIiB{@KCc@a@KBGFS_@EAoAGeCBu@HYIEDq@Gs@@MDKJBRBD@ZCZBd@M^CPPr@@JBDDf@Tz@?NJx@?HDD?PN`AFLAHBDBTDDb@xB@^BF@NJ`@DZ^zADZEDo@Ai@FSCo@H[CiAFs@?e@DeA?CBm@EQDGCc@DQAIBWAE?[RuBDYRa@B]Ri@@MBw@CUDkA?k@BOBcA?o@FOYUFc@GM@KFYCeBDc@ECHGBYKGDM@}@Cq@BGAQBo@@EBaACYKEEDkCA}@@a@Ca@B}@EgBEIEAOFg@CIOIEM[Gi@GU?WGS?UMeBKk@@OOu@?GGm@@MXQp@Ez@@HDNEj@@TEJBRCrA@r@CHCTB`AEz@?LBNCVBRCz@?RCvAG^FHHBBAd@Bn@Er@BFE\\Db@ALDj@?TCJBvACd@@f@H~@Bd@AF@H?ZFz@An@CLF~A@d@FTLFZCVBx@I`@DJCNDPLRDRNd@EH@h@Ej@?XGNOPB^EJBfAAVBREh@Bz@GJ@REj@Ef@DNCn@B~@Ed@BZCTBDCD@BE\\AZ@RCJDHRAJDNJHH?NJDVXdAJh@@\\DL?NFRDZ@NX|AFr@DFL`ADHFb@Bh@N~@Rl@Lv@L\\FZJ^BVJPBTFLB\\R|@Tj@Fb@j@zADRVp@DT^r@Lf@Vd@fAzCt@zADPVf@@FDB@LJXFFN`@LTPJxCAXCb@?`AETBPEP@XGVBt@EPBDCJ@DC~@@`@EDBt@IxC?p@IrGCbAGNFb@ARGzA?PC~A?n@CHCLBn@Ef@DNE\\BPEd@?NGb@BVH\\?DGLCh@?vAKNB`AAlAEdAD^CJEBGMg@Wk@Ia@EEEQGWEEKo@EOECQgAKKKu@"",""resource_state"":2}",,,,,everyone,,g6838775,,3.212,6.7,,,,0,0,,
2,"{""id"":17349694,""resource_state"":1}","Post beer, post bouldering ",5356.5,1619,1619,11.2,Run,3999117382,F0B633C6-3332-4EF1-8110-90DAF6BEA10E-activity.fit,4280789668,2020-09-02T02:53:55Z,2020-09-01T22:53:55Z,(GMT-05:00) America/Toronto,-14400,"[43.199236,-79.229052]","[43.199337,-79.229377]",,,,43.199236,-79.229052,0,0,0,1,0,"{""id"":""a3999117382"",""summary_polyline"":""ejtfGrlqbN?HWX?HH`@Tl@BTRb@Nt@HPTz@HHF`@JZFf@DFO^KNu@GGBOAEA}@HO?g@HOCIBICo@@_@B]A]DSCk@DGBe@C[@WCeAFECSBi@A_@DMAWDSAQB]ESBg@?KDOAu@F]CUDm@CSBc@?ICWFQ@KAKBWAy@Bq@Ci@@[?a@Bg@CQFOASDMC_@Fa@AEBWCKJGLGj@Dd@R`ADJHd@JRN|@N`@TfARl@Nr@BDRlADFLf@HP?HLXLl@VvAVz@DVRd@D\\NZBPDF@PFR@LFPBRTj@Lv@JZNz@FFDLF`@AJFVTp@Fb@Nf@B\\HPDTHXBXd@`BJn@p@~CZhABVGFQDSEM@u@AKBKCY@YCe@?MEKDW?SDM?CBEAMBSAQDU?MEOBy@Co@FMCUBEC[?UDS@}@Cw@BKDGAkADGCEEGc@@KEUAa@CSEaFHeAHQ\\sA?MESECGKIEQSIEMOIEYUe@Ye@_@k@UaASeAAcAZk@^]KEEWm@Ki@?c@C[BUE_@AqAM{AC}@K_A@k@DETIdBEHEV?RDTATGTMVYPW`@YFKHKt@o@RWXS@I?e@CCCMK[S_@Us@Wo@MSIYEEKS?GKYa@w@CQc@q@CQMYGc@@IDIZWZGNIFC\\BHEj@Ab@BJCRADBHEF?HDP@PGH@JEj@BNCbAAd@EH@VAX@JCXAv@BRADCJBR?TC^@VCP?NE^?HAn@@^CRBLCPA`@BPCDCF?JBP?LCbA?ZGh@@NCd@BJCZ@\\CPBTE\\Bf@E~@CNCb@?DCDBJCD@x@KPBNAJDVCLDt@Eb@BHEL@RCNBLEL@NDZCL@RCP@ZEh@C\\BpAGNBDE@KQ[I_@AQMYEWYm@EO?SEOIMAGIEE]GOCWMm@"",""resource_state"":2}",,,,,everyone,,g6838775,,3.309,5.4,,,,0,0,,
2,"{""id"":17349694,""resource_state"":1}",Very windy + new friends,11623.9,3531,3542,29.3,Run,3983749332,21D9B14C-558C-466F-8B7B-48DC0730B646-activity.fit,4264350517,2020-08-29T20:02:14Z,2020-08-29T16:02:14Z,(GMT-05:00) America/Toronto,-14400,"[43.199277,-79.229076]","[43.199384,-79.229052]",,,,43.199277,-79.229076,1,2,0,1,0,"{""id"":""a3983749332"",""summary_polyline"":""mjtfGvlqbNODIGC]IQ?WJMXK`BONM?I[o@Me@Ms@Wq@CSOm@OY?SUq@G_@EGAQGMMm@e@uAUkAOa@Q]Gi@[wAi@wASwAUk@@Ia@cAE[MKCWGMG@OIMUK?g@YOq@MOu@Yg@e@WG_Aq@cAa@[UsAg@kBc@kBq@e@Ge@QI?YUUaAQYY}@C[Qc@]_B_@_AC[Sk@My@c@yA?OUaAKSGe@[e@Gk@O]AQMWIi@eAgDUeAEISs@E]Yu@]aBGc@i@kAEYEEAYWy@Q]aAUUFcAAODgBDm@?}@M_D`Ao@J{@VcEtAW@qAXSLs@LMHW@i@Q_@Dk@I_@LcBPw@Ps@Tc@l@a@\\UAKWSEM[YmACUWgAOaAc@cBAa@OwAISYoBI_@Gg@Bs@ScBKi@KS?Y]{ACa@y@_FAYk@}BKu@KSAYe@qBi@}CMm@MgAq@sDA[Mg@KgACKBIPCTSZ@RE|@DvAGPG~ABxCIl@DbAIbB?hBIPDZGZFVAl@IVDtAO|@Bf@EtDKlCCl@GdB@f@B`BKHBnBKPBZGlCItABhBC`@GVDbDQt@@PEnGElESxABn@Ev@@^GhC@RG~@Al@@vAIvCIrAE~A?TE`@HdASpACzAD|CInBAJLJ@pGS|A?`BKPB^E`BBx@Sd@Wj@Q^J|@`ED`@FRTBFRt@XbAMBLENMFWVy@`@iAdAyAj@y@N_@N]Vc@LkE|BsB~@{@Xy@d@mAd@IJy@T}Ap@URmAp@iA|@q@`@_@LWTYJOJgChAeAl@UBq@Z_Ah@aA`@WPoAf@YBw@\\QLWDUL[?YN{@TiB`@gAZOJmCt@o@Jk@TgARo@T}Ct@qBp@g@FwAf@gCp@]PeATuBv@[BmA\\UL_AT_A`@Md@Az@HJr@An@DXER`@H^t@vBZhABXTp@Fb@J\\Zp@Jp@L\\Jp@Vn@Lp@`@xADZr@xBFbAEv@W|BK\\WtCAb@Q`ADTPRzBr@RLJRhAVb@R|@Tn@Jd@RrA^R?z@`@f@HnAf@pCp@t@ZhBjAlAh@fAn@f@Np@d@z@Z\\`Ab@`BTh@TnATr@b@bB\\`ANv@J\\VfAp@|BFHBXVr@Hh@Xl@@N^nAJn@PZLp@@PCHKHq@@SJa@@UJCHPfA"",""resource_state"":2}",,,,,everyone,,g6838775,,3.292,5,,,,1,2,,
